colour	x	y	clickSelects	fill
#FF0000	0.622994652406417	0.558436363636364	Private 2- 8	#FF0000
#FF0000	0.740641711229946	0.524236363636363	Private 2- 9	#FF0000
#0000FF	0.633689839572192	0.576854545454545	Private 3- 1	#0000FF
#FF0000	0.762032085561497	0.740490909090909	Private 3-10	#FF0000
#FF0000	0.82620320855615	0.890909090909091	Private 3-11	#FF0000
#FF0000	0.836898395721925	0.728090909090909	Private 3-12	#FF0000
#FF0000	0.911764705882353	0.862818181818182	Private 3-13	#FF0000
#FF0000	0.943850267379679	0.6876	Private 3-14	#FF0000
#FF0000	0.687165775401069	0.709090909090909	Private 3-15	#FF0000
#FF0000	0.772727272727273	0.532236363636363	Private 3-16	#FF0000
#FF0000	0.783422459893048	0.648763636363637	Private 3-17	#FF0000
#FF0000	0.794117647058823	0.819836363636364	Private 3-18	#FF0000
#FF0000	0.804812834224599	0.608272727272728	Private 3-19	#FF0000
#FF0000	0.719251336898396	0.685127272727273	Private 3- 2	#FF0000
#FF0000	0.868983957219251	0.816527272727273	Private 3-20	#FF0000
#FF0000	0.879679144385027	0.735545454545455	Private 3-21	#FF0000
#FF0000	0.933155080213904	0.835545454545455	Private 3-22	#FF0000
#FF0000	0.933155080213904	0.671072727272727	Private 3-23	#FF0000
#FF0000	0.772727272727273	0.644636363636364	Private 3- 3	#FF0000
#FF0000	0.82620320855615	0.5752	Private 3- 4	#FF0000
#FF0000	0.836898395721925	0.5248	Private 3- 5	#FF0000
#FF0000	0.8475935828877	0.553727272727273	Private 3- 6	#FF0000
#FF0000	0.858288770053476	0.628927272727273	Private 3- 7	#FF0000
#FF0000	0.890374331550802	0.659509090909091	Private 3- 8	#FF0000
#FF0000	0.751336898395722	0.521490909090909	Private 3- 9	#FF0000
#FF0000	0.70855614973262	0.571909090909091	Private 4- 1	#FF0000
#FF0000	0.868983957219251	0.711563636363636	Private 4-10	#FF0000
#FF0000	0.868983957219251	0.552890909090909	Private 4-11	#FF0000
#FF0000	0.580213903743315	0.483472727272727	Private 4-12	#FF0000
#FF0000	0.697860962566845	0.709909090909091	Private 4-13	#FF0000
#FF0000	0.783422459893048	0.388436363636363	Private 4-14	#FF0000
#FF0000	0.794117647058823	0.536363636363636	Private 4-15	#FF0000
#FF0000	0.804812834224599	0.757018181818182	Private 4-16	#FF0000
#FF0000	0.82620320855615	0.430581818181818	Private 4-17	#FF0000
#FF0000	0.836898395721925	0.521490909090909	Private 4-18	#FF0000
#FF0000	0.933155080213904	0.585945454545454	Private 4-19	#FF0000
#FF0000	0.751336898395722	0.396690909090909	Private 4- 2	#FF0000
#FF0000	0.954545454545455	0.667763636363636	Private 4-20	#FF0000
#FF0000	0.783422459893048	0.4752	Private 4- 3	#FF0000
#FF0000	0.879679144385027	0.623963636363636	Private 4- 4	#FF0000
#FF0000	0.911764705882353	0.477690909090909	Private 4- 5	#FF0000
#FF0000	0.655080213903743	0.542981818181818	Private 4- 6	#FF0000
#FF0000	0.655080213903743	0.551236363636364	Private 4- 7	#FF0000
#FF0000	0.762032085561497	0.638018181818182	Private 4- 8	#FF0000
#FF0000	0.762032085561497	0.571072727272727	Private 4- 9	#FF0000
#FF0000	0.772727272727273	0.677490909090909	RCAT Angora	#FF0000
#FF0000	0.729946524064171	0.604963636363637	Resnik	#FF0000
#0000FF	0.205882352941176	0.413418181818182	Richland	#0000FF
#FF0000	0.441176470588235	0.433054545454545	Ross	#FF0000
#FF0000	0.82620320855615	0.474454545454546	Savoy	#FF0000
#FF0000	0.152406417112299	0.470254545454546	Scioto	#FF0000
#0000FF	0.419786096256685	0.651236363636364	Shelby	#0000FF
#FF0000	0.665775401069519	0.633890909090909	Sparks	#FF0000
#FF0000	0.740641711229946	0.614872727272727	Spencer	#FF0000
#FF0000	0.804812834224599	0.552890909090909	Stressland	#FF0000
#FF0000	0.783422459893048	0.660327272727272	Thorne	#FF0000
#FF0000	0.879679144385027	0.566109090909091	U98-311442	#FF0000
#FF0000	0.622994652406417	0.571072727272727	Union	#FF0000
#FF0000	0.633689839572192	0.5078	Vickery	#FF0000
#FF0000	0.31283422459893	0.546272727272727	Wabash	#FF0000
#0000FF	0.483957219251337	0.579345454545454	Wayne	#0000FF
#FF0000	0.56951871657754	0.436872727272727	Wells	#FF0000
#FF0000	0.633689839572192	0.559309090909091	Wells II	#FF0000
#0000FF	0.558823529411765	0.6562	Williams	#0000FF
#FF0000	0.665775401069519	0.607436363636364	Williams 82	#FF0000
#0000FF	0.590909090909091	0.681818181818182	Woodworth	#0000FF
#0000FF	0.697860962566845	0.783472727272727	Zane	#0000FF
